,movieId,title,genres,key,year,n_ratings,mean_rating,x,y
26,26,Now and Then,Children|Drama,Now and Then,1995,1642,3.4135200974421434,-1.6184837,-78.53454
27,27,Persuasion,Drama|Romance,Persuasion (1995),1995,3154,4.0575459733671515,125.18411,-7.5656276
28,28,"City of Lost Children, The (Cité des enfants perdus, La)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,"City of Lost Children, The (Cité des enfants perdus, La)",1995,8520,3.9522300469483573,23.168665,100.18292
29,29,Shanghai Triad (Yao a yao yao dao waipo qiao),Crime|Drama,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,1281,3.633879781420765,71.39519,87.24256
30,30,Dangerous Minds,Drama,Dangerous Minds,1995,9435,3.2503444621091684,-1.1618032,-77.42399
31,31,Twelve Monkeys (a.k.a. 12 Monkeys),Mystery|Sci-Fi|Thriller,Twelve Monkeys (a.k.a. 12 Monkeys),1995,44980,3.8980546909737663,75.47702,0.870333
32,33,Babe,Children|Drama,Babe,1995,32255,3.643094093938924,-79.177895,-114.848656
33,34,Carrington,Drama|Romance,Carrington,1995,1493,3.5016744809109177,26.490082,41.814697
34,35,Dead Man Walking,Crime|Drama,Dead Man Walking,1995,20809,3.942717093565285,102.389084,-0.7285175
35,37,It Takes Two,Children|Comedy,It Takes Two,1995,552,2.857789855072464,-82.09097,-91.16234
36,38,Clueless,Comedy|Romance,Clueless,1995,26254,3.4136322084253834,-22.440977,-101.75936
37,39,"Cry, the Beloved Country",Drama,"Cry, the Beloved Country (1995)",1995,886,3.646726862302483,54.030376,-24.984962
38,40,Richard III,Drama|War,Richard III (1995),1995,4689,3.8521006611217743,37.64277,60.078335
39,41,Dead Presidents,Action|Crime|Drama,Dead Presidents,1995,2467,3.0551276854479124,-22.799082,-35.98737
40,42,Restoration,Drama,Restoration,1995,2552,3.4684561128526648,22.649305,-0.3480564
41,43,Mortal Kombat,Action|Adventure|Fantasy,Mortal Kombat,1995,10697,2.6538749182013652,-128.00597,-81.63076
42,44,To Die For,Comedy|Drama|Thriller,To Die For,1995,8933,3.384361356767044,33.9019,71.51898
43,45,How to Make an American Quilt,Drama|Romance,How to Make an American Quilt,1995,3205,3.2748829953198126,-0.36251593,-80.697624
44,46,Seven (a.k.a. Se7en),Mystery|Thriller,Seven (a.k.a. Se7en),1995,43249,4.053492566302111,78.128586,-0.21138087
45,47,Pocahontas,Animation|Children|Drama|Musical|Romance,Pocahontas,1995,13046,2.9461137513414077,-137.58255,-40.902416
46,48,When Night Is Falling,Drama|Romance,When Night Is Falling,1995,236,3.5847457627118646,41.459095,19.1855
47,49,The Usual Suspects,Crime|Mystery|Thriller,The Usual Suspects,1995,47006,4.334372207803259,97.465065,-37.087708
48,51,Mighty Aphrodite,Comedy|Drama|Romance,Mighty Aphrodite,1995,9320,3.5411480686695285,28.379398,82.737366
49,52,Lamerica,Adventure|Drama,Lamerica,1994,150,3.6966666666666663,76.1076,76.32903
50,53,The Big Green,Children|Comedy,The Big Green,1995,956,2.8546025104602517,-83.773224,-89.39826
51,54,Georgia,Drama,Georgia,1995,939,3.241214057507987,-2.6349323,39.301308
52,56,Home for the Holidays,Drama,Home for the Holidays,1995,2439,3.3245182451824515,32.101536,16.355757
53,57,"Postman, The (Postino, Il)",Comedy|Drama|Romance,"Postman, The (Postino, Il)",1994,11549,3.9783963979565335,118.858604,13.05322
54,58,"Confessional, The (Confessionnal, Le)",Drama|Mystery,"Confessional, The (Confessionnal, Le)",1995,191,3.56020942408377,65.16383,32.08359
55,59,The Indian in the Cupboard,Adventure|Children|Fantasy,The Indian in the Cupboard,1995,6313,3.114446380484714,-81.46061,-111.75306
56,60,Eye for an Eye,Drama|Thriller,Eye for an Eye (1996),1996,2281,3.3231039017974573,-14.196453,-53.779568
57,61,Mr. Holland's Opus,Drama,Mr. Holland's Opus,1995,19381,3.7318249832309993,12.289362,-79.62509
58,62,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,2334,3.06662382176521,-113.8648,-17.052536
59,63,Two if by Sea,Comedy|Romance,Two if by Sea,1996,2086,2.829817833173538,-69.85387,-64.728615
60,64,Bio-Dome,Comedy,Bio-Dome,1996,4864,2.3942228618421053,-93.86089,-63.8208
61,65,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,Lawnmower Man 2: Beyond Cyberspace,1996,2371,2.144242935470266,-98.9298,-68.56238
62,66,Two Bits,Drama,Two Bits,1995,170,3.35,-0.6080504,-1.2398858
63,67,French Twist (Gazon maudit),Comedy|Romance,French Twist (Gazon maudit),1995,1238,3.4369951534733443,40.67495,18.277308
64,68,Friday,Comedy,Friday,1995,4288,3.560634328358209,-112.14649,-6.493425
65,69,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,From Dusk Till Dawn,1996,12712,3.2774543738200124,-65.70861,16.431688
66,70,Fair Game,Action,Fair Game (1995),1995,1295,2.3552123552123554,-74.881874,-70.451614
67,71,Kicking and Screaming,Comedy|Drama,Kicking and Screaming,1995,1230,3.502439024390244,16.667591,88.38962
68,72,"Misérables, Les",Drama|War,"Misérables, Les (1995)",1995,2955,3.8067681895093055,81.85701,-35.5153
69,73,Bed of Roses,Drama|Romance,Bed of Roses,1996,3514,3.3022196926579395,-1.1238867,-85.72644
70,74,Big Bully,Comedy|Drama,Big Bully,1996,558,2.462365591397849,-76.80872,-67.33883
71,75,Screamers,Action|Sci-Fi|Thriller,Screamers (1995),1995,3380,3.009023668639053,-129.22693,-61.4115
72,76,Nico Icon,Documentary,Nico Icon,1995,221,3.429864253393665,1.2544116,31.800047
73,77,The Crossing Guard,Action|Crime|Drama|Thriller,The Crossing Guard,1995,1226,3.1806688417618267,-8.272263,39.08514
74,78,The Juror,Drama|Thriller,The Juror,1996,5535,3.1285456187895213,-18.575724,-56.2475
75,79,"White Balloon, The (Badkonake sefid)",Children|Drama,"White Balloon, The (Badkonake sefid)",1995,575,3.724347826086957,75.916306,74.71703
76,80,Things to Do in Denver When You're Dead,Crime|Drama|Romance,Things to Do in Denver When You're Dead,1995,3209,3.2673730133998133,-3.8238761,23.162313
77,81,Antonia's Line (Antonia),Comedy|Drama,Antonia's Line (Antonia),1995,2538,4.004925137903862,73.42969,20.787224
78,82,Once Upon a Time... When We Were Colored,Drama|Romance,Once Upon a Time... When We Were Colored,1995,594,3.6531986531986536,45.41809,49.297333
79,83,Last Summer in the Hamptons,Comedy|Drama,Last Summer in the Hamptons,1995,158,3.4177215189873418,35.49219,32.289753
80,84,Angels and Insects,Drama|Romance,Angels and Insects,1995,2714,3.5311348563006635,27.096672,41.750504
81,85,White Squall,Action|Adventure|Drama,White Squall,1996,4308,3.483402971216342,-4.3026366,-55.835175
82,86,Dunston Checks In,Children|Comedy,Dunston Checks In,1996,976,2.359631147540984,-88.86983,-99.53155
83,87,Black Sheep,Comedy,Black Sheep (1996),1996,4864,3.1076274671052637,-120.87595,-9.544856
84,88,Nick of Time,Action|Thriller,Nick of Time,1995,3247,3.139821373575608,-21.465578,-52.744434
85,89,The Journey of August King,Drama,The Journey of August King,1995,214,3.3574766355140184,34.78537,25.320728
86,90,Mary Reilly,Drama|Horror|Thriller,Mary Reilly,1996,2303,2.8541033434650456,-57.981236,-57.59526
87,91,Vampire in Brooklyn,Comedy|Horror|Romance,Vampire in Brooklyn,1995,1966,2.5287385554425232,-90.717125,-70.41919
88,92,Beautiful Girls,Comedy|Drama|Romance,Beautiful Girls,1996,4030,3.5269230769230764,7.4182115,-21.647945
89,93,Broken Arrow,Action|Adventure|Thriller,Broken Arrow (1996),1996,22104,3.0946435034382915,-73.54766,-22.729326
90,94,In the Bleak Midwinter,Comedy|Drama,In the Bleak Midwinter,1995,483,3.6873706004140794,82.6211,23.81291
91,95,"Hate (Haine, La)",Crime|Drama,"Hate (Haine, La)",1995,1963,3.996434029546613,70.41012,61.939926
92,97,Heidi Fleiss: Hollywood Madam,Documentary,Heidi Fleiss: Hollywood Madam,1995,726,3.105371900826446,-9.076046,63.99318
93,98,City Hall,Drama|Thriller,City Hall,1996,4115,3.22138517618469,-20.567646,-42.67424
94,99,Bottle Rocket,Adventure|Comedy|Crime|Romance,Bottle Rocket,1996,4298,3.786295951605398,20.66857,77.22689
95,100,Mr. Wrong,Comedy,Mr. Wrong,1996,1992,2.429467871485944,-103.32496,-69.902985
96,101,Unforgettable,Mystery|Sci-Fi|Thriller,Unforgettable,1996,1133,3.2691968225948806,-20.852903,-54.46081
97,102,Happy Gilmore,Comedy,Happy Gilmore,1996,17915,3.4170806586659226,-121.06295,-7.298203
98,103,The Bridges of Madison County,Drama|Romance,The Bridges of Madison County,1995,9620,3.3262993762993767,5.630875,-75.63574
99,104,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,Nobody Loves Me (Keiner liebt mich),1994,134,3.444029850746269,43.815052,42.62723
100,105,Muppet Treasure Island,Adventure|Children|Comedy|Musical,Muppet Treasure Island,1996,6376,3.2153387703889584,-99.1643,46.18449
101,106,Catwalk,Documentary,Catwalk,1996,125,3.092,-1.9402077,-2.0604057
102,108,Braveheart,Action|Drama|War,Braveheart,1995,53769,4.042533802004873,89.43797,-46.056007
103,109,Taxi Driver,Crime|Drama|Thriller,Taxi Driver,1976,24481,4.110575548384461,118.77325,66.580215
104,110,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,Rumble in the Bronx (Hont faan kui),1995,11890,3.4125735912531536,-108.66212,25.216715
105,111,Before and After,Drama|Mystery,Before and After,1996,1089,3.1092745638200183,-24.947542,-64.52822
106,112,Margaret's Museum,Drama,Margaret's Museum,1995,247,3.619433198380567,43.19746,29.429316
107,114,Anne Frank Remembered,Documentary,Anne Frank Remembered,1995,949,3.9373024236037937,116.89362,28.196115
108,115,The Young Poisoner's Handbook,Crime|Drama,The Young Poisoner's Handbook,1995,1264,3.589398734177215,53.46936,98.400566
109,116,If Lucy Fell,Comedy|Romance,If Lucy Fell,1996,1136,3.0110035211267605,-26.384481,-25.216671
110,117,"Steal Big, Steal Little",Comedy,"Steal Big, Steal Little",1995,264,2.772727272727273,-62.87612,-40.755188
111,118,Race the Sun,Adventure|Comedy|Drama,Race the Sun,1996,147,2.8809523809523814,-72.14933,-46.40929
112,119,The Boys of St. Vincent,Drama,The Boys of St. Vincent,1992,837,3.753285543608124,102.897675,44.39386
113,120,Boomerang,Comedy|Romance,Boomerang (1992),1992,3888,2.86766975308642,-87.50542,-43.102497
114,121,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,Chungking Express (Chung Hing sam lam),1994,2309,3.9692507579038554,82.98995,88.13953
115,122,"Star Maker, The (Uomo delle stelle, L')",Drama,"Star Maker, The (Uomo delle stelle, L')",1995,319,3.4984326018808782,41.154034,28.936995
116,123,Flirting With Disaster,Comedy,Flirting With Disaster,1996,3518,3.755685048322911,31.533457,69.95311
117,124,The NeverEnding Story III,Adventure|Children|Fantasy,The NeverEnding Story III,1994,1376,2.312136627906977,-109.89446,-80.015396
118,127,Pie in the Sky,Comedy|Romance,Pie in the Sky,1996,190,3.163157894736842,12.268514,19.838722
119,129,Frankie Starlight,Drama|Romance,Frankie Starlight,1995,194,3.2912371134020617,15.329755,13.928773
120,130,Jade,Thriller,Jade,1995,2123,2.773198304286387,-113.1351,-50.474987
121,133,Down Periscope,Comedy,Down Periscope,1996,6305,2.9980174464710547,-78.0175,-61.26689
122,134,From the Journals of Jean Seberg,Documentary,From the Journals of Jean Seberg,1995,102,3.5490196078431366,66.83982,106.59798
123,135,Man of the Year,Documentary,Man of the Year (1995),1995,226,3.285398230088496,8.294371,18.636347
124,136,The Neon Bible,Drama,The Neon Bible,1995,137,3.2846715328467155,9.494921,17.18628
125,138,Up Close and Personal,Drama|Romance,Up Close and Personal,1996,5073,3.2938103686181748,-0.46811143,-85.61987
126,139,The Birdcage,Comedy,The Birdcage,1996,22020,3.5122161671207994,26.427578,-87.75394
127,142,The Brothers McMullen,Comedy,The Brothers McMullen,1995,4505,3.477136514983352,-18.96275,-1.7893856
128,143,Bad Boys,Action|Comedy|Crime|Drama|Thriller,Bad Boys (1995),1995,11975,3.2507724425887266,-70.72592,-14.896887
129,144,The Amazing Panda Adventure,Adventure|Children,The Amazing Panda Adventure,1995,580,2.9120689655172414,-85.797775,-93.79398
130,145,The Basketball Diaries,Drama,The Basketball Diaries,1995,4118,3.5829286061194754,50.212627,16.040909
131,146,An Awfully Big Adventure,Drama,An Awfully Big Adventure,1995,357,2.8893557422969187,-5.4324408,8.647091
132,147,Amateur,Crime|Drama|Thriller,Amateur,1994,1091,3.694317140238313,46.25942,85.254196
133,148,Apollo 13,Adventure|Drama|IMAX,Apollo 13,1995,47777,3.8685978608954104,90.14747,-38.97422
134,149,Rob Roy,Action|Drama|Romance|War,Rob Roy,1995,12616,3.5390377298668367,91.067604,-48.44995
135,150,The Addiction,Drama|Horror,The Addiction,1995,651,3.1044546850998462,2.9380744,74.03136
136,151,Batman Forever,Action|Adventure|Comedy|Crime,Batman Forever,1995,32867,2.894727234003712,-67.66119,-82.27503
137,152,Beauty of the Day (Belle de jour),Drama,Beauty of the Day (Belle de jour),1967,3010,3.801993355481728,87.583244,104.24902
138,153,Beyond Rangoon,Adventure|Drama|War,Beyond Rangoon,1995,1276,3.4079153605015677,40.49532,-35.8273
139,154,Blue in the Face,Comedy|Drama,Blue in the Face,1995,1663,3.5279615153337343,47.276817,45.723618
140,155,Canadian Bacon,Comedy|War,Canadian Bacon,1995,2596,2.7846687211093992,-97.2352,-36.578777
141,156,Casper,Adventure|Children,Casper,1995,12625,2.932,-96.319916,-98.53856
142,157,Clockers,Crime|Drama|Mystery,Clockers,1995,2366,3.4169484361792053,18.305862,64.96324
143,158,Congo,Action|Adventure|Mystery|Sci-Fi,Congo,1995,14965,2.60474440360842,-56.450176,-67.493416
144,159,Crimson Tide,Drama|Thriller|War,Crimson Tide,1995,23628,3.744201794481124,84.33738,-44.76428
145,160,Crumb,Documentary,Crumb,1994,5995,4.009924937447873,93.76135,104.04533
146,161,Desperado,Action|Romance|Western,Desperado,1995,14321,3.4453948746595913,-65.19967,16.154854
147,162,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,Devil in a Blue Dress,1995,4435,3.46358511837655,18.702866,64.032135
148,163,Die Hard: With a Vengeance,Action|Crime|Thriller,Die Hard: With a Vengeance,1995,33940,3.489024749558044,-86.52298,-10.537689
149,164,The Doom Generation,Comedy|Crime|Drama,The Doom Generation,1995,650,2.787692307692308,-116.86332,-55.604
150,166,First Knight,Action|Drama|Romance,First Knight,1995,12084,3.084698775239987,7.1020565,-78.32987
151,167,Free Willy 2: The Adventure Home,Adventure|Children|Drama,Free Willy 2: The Adventure Home,1995,3358,2.283650982727814,-89.640976,-98.333755
152,168,Hackers,Action|Adventure|Crime|Thriller,Hackers,1995,7875,3.1975873015873018,-72.92285,22.110214
153,169,Jeffrey,Comedy|Drama,Jeffrey,1995,1427,3.603013314646111,37.951935,14.841404
154,170,Johnny Mnemonic,Action|Sci-Fi|Thriller,Johnny Mnemonic,1995,12706,2.7326066425310875,-59.981926,-63.44484
155,171,Judge Dredd,Action|Crime|Sci-Fi,Judge Dredd,1995,14993,2.5382845327819648,-100.09722,-88.13358
156,172,Jury Duty,Comedy,Jury Duty,1995,2124,2.455979284369115,-92.6371,-63.697315
157,173,Kids,Drama,Kids,1995,4801,3.5076025827952515,21.02225,66.26987
158,174,Living in Oblivion,Comedy,Living in Oblivion,1995,2363,3.8546339399068983,66.92473,72.10078
159,175,Lord of Illusions,Horror,Lord of Illusions,1995,2314,2.8859118409680207,-129.49736,-61.304
160,176,Love & Human Remains,Comedy|Drama,Love & Human Remains,1993,500,3.388,28.538351,35.848175
161,177,Mad Love,Drama|Romance,Mad Love (1995),1995,1229,2.750610252237592,-84.18646,-58.971283
162,178,Mallrats,Comedy|Romance,Mallrats,1995,8400,3.5872619047619048,-111.43901,10.4899
163,179,Mighty Morphin Power Rangers: The Movie,Action|Children,Mighty Morphin Power Rangers: The Movie,1995,2655,1.9290018832391715,-94.51326,-102.94588
164,180,Moonlight and Valentino,Drama|Romance,Moonlight and Valentino,1995,697,3.091822094691535,-23.648252,-30.084179
165,181,Mute Witness,Comedy|Horror|Thriller,Mute Witness,1994,614,3.3648208469055376,36.537888,-15.859479
166,182,Nadja,Drama,Nadja,1994,328,3.1036585365853657,-2.763779,54.971943
167,183,The Net,Action|Crime|Thriller,The Net,1995,24618,3.1104273295962304,-42.223015,-64.96359
168,184,Nine Months,Comedy|Romance,Nine Months,1995,11222,2.8917305293174125,-11.156078,-72.08268
169,185,Party Girl,Comedy,Party Girl (1995),1995,943,3.4512195121951224,24.885262,29.375475
170,186,The Prophecy,Fantasy|Horror|Mystery,The Prophecy,1995,2498,3.3424739791833464,-50.209373,39.005486
171,187,Reckless,Comedy|Fantasy,Reckless (1995),1995,336,3.001488095238096,-12.234919,49.272415
172,188,Safe,Thriller,Safe (1995),1995,960,3.566145833333333,2.0848525,64.69575
173,189,The Scarlet Letter,Drama|Romance,"Scarlet Letter, The (1995)",1995,1664,2.676081730769231,-58.926193,-55.124237
174,191,Showgirls,Drama,Showgirls,1995,7464,2.2340568060021435,-107.26904,-82.69813
175,192,Smoke,Comedy|Drama,Smoke,1995,5937,3.84967155128853,47.310566,45.814404
176,193,Something to Talk About,Comedy|Drama|Romance,Something to Talk About,1995,3242,3.0894509561998764,-7.1005893,-79.841225
177,194,Species,Horror|Sci-Fi,Species,1995,13628,2.8502714998532435,-114.341156,-86.97657
178,195,The Stars Fell on Henrietta,Drama,The Stars Fell on Henrietta,1995,110,3.0681818181818183,19.468092,22.105944
179,196,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Strange Days,1995,9143,3.417095045389916,-43.376564,24.73716
180,197,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,1516,3.783641160949868,109.75443,66.14191
181,198,The Tie That Binds,Thriller,The Tie That Binds,1995,339,2.836283185840708,-75.41334,-54.20421
182,199,Three Wishes,Drama|Fantasy,Three Wishes,1995,365,3.0273972602739727,-78.54715,-89.49
183,200,Total Eclipse,Drama|Romance,Total Eclipse,1995,389,2.9832904884318765,-8.850678,-1.0938818
184,201,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,5429,3.1474488856142937,25.40313,-87.85444
185,202,Under Siege 2: Dark Territory,Action,Under Siege 2: Dark Territory,1995,8335,2.949130173965207,-75.45024,-25.126234
186,203,Unstrung Heroes,Comedy|Drama,Unstrung Heroes,1995,1355,3.5158671586715866,39.42236,-29.000513
187,204,Unzipped,Documentary,Unzipped,1995,1038,3.4783236994219653,40.78079,43.009132
188,205,A Walk in the Clouds,Drama|Romance,A Walk in the Clouds,1995,5414,3.3715367565570737,-2.2924047,-85.498436
189,206,Waterworld,Action|Adventure|Sci-Fi,Waterworld,1995,27775,2.852097209720972,-58.269436,-69.31574
190,207,White Man's Burden,Drama,White Man's Burden,1995,745,2.8355704697986583,-71.19374,-41.955254
191,208,Wild Bill,Western,Wild Bill (1995),1995,482,2.8890041493775933,-57.618412,-43.296783
192,209,The Browning Version,Drama,"Browning Version, The (1994)",1994,579,3.5958549222797926,42.863087,5.100322
193,210,Bushwhacked,Adventure|Comedy|Crime|Mystery,Bushwhacked,1995,447,2.5782997762863533,-91.69034,-72.266205
194,211,Burnt by the Sun (Utomlyonnye solntsem),Drama,Burnt by the Sun (Utomlyonnye solntsem),1994,1872,4.038461538461538,90.83005,29.359886
195,212,Before the Rain (Pred dozhdot),Drama|War,Before the Rain (Pred dozhdot),1994,942,4.04723991507431,88.9705,30.046307
196,213,Before Sunrise,Drama|Romance,Before Sunrise,1995,5348,3.8389117427075536,59.561546,47.98384
197,214,Billy Madison,Comedy,Billy Madison,1995,8547,3.2602082602082603,-120.89414,-7.566103
198,215,The Babysitter,Drama|Thriller,The Babysitter,1995,1014,2.7302761341222883,-79.62377,-66.60245
199,216,Boys on the Side,Comedy|Drama,Boys on the Side,1995,4248,3.2934322033898304,-3.684002,-77.93797
200,217,The Cure,Drama,"Cure, The (1995)",1995,633,3.6248025276461298,42.41373,-65.11586
201,218,Castle Freak,Horror,Castle Freak,1995,275,2.4018181818181814,-104.00662,-48.9455
202,219,Circle of Friends,Drama|Romance,Circle of Friends,1995,5968,3.537198391420912,110.00238,-26.5139
203,220,Clerks,Comedy,Clerks,1994,23695,3.869550538088205,-111.5202,12.375688
204,221,Don Juan DeMarco,Comedy|Drama|Romance,Don Juan DeMarco,1995,8581,3.4445868779862487,30.249712,-44.602818
205,222,Disclosure,Drama|Thriller,Disclosure,1994,12662,3.288303585531512,-11.599425,-59.632217
206,224,Drop Zone,Action|Thriller,Drop Zone,1994,4640,3.06875,-75.72516,-28.006691
207,225,Destiny Turns on the Radio,Comedy,Destiny Turns on the Radio,1995,475,2.687368421052632,-69.00154,-54.247482
208,226,Death and the Maiden,Drama|Thriller,Death and the Maiden,1994,2428,3.562808896210873,50.84957,48.35499
209,227,Dolores Claiborne,Drama|Thriller,Dolores Claiborne,1995,7284,3.5911587040087865,34.746273,5.875058
210,228,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,Dumb & Dumber (Dumb and Dumber),1994,32085,2.9524700015583605,-126.2268,-11.729311
211,229,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,Eat Drink Man Woman (Yin shi nan nu),1994,6150,4.0356097560975615,88.53156,25.710749
212,230,Exotica,Drama,Exotica,1994,3478,3.523720529039678,8.173123,65.715416
213,231,Exit to Eden,Comedy,Exit to Eden,1994,3269,2.6797185683695317,-72.55122,-54.523273
214,232,Ed Wood,Comedy|Drama,Ed Wood,1994,16419,3.6636518667397526,24.863134,78.04163
215,233,French Kiss,Action|Comedy|Romance,French Kiss,1995,12215,3.3153499795333605,-2.0821807,-92.291855
216,234,Forget Paris,Comedy|Romance,Forget Paris,1995,6422,3.22454064154469,0.039669853,-90.52194
217,235,Far From Home: The Adventures of Yellow Dog,Adventure|Children,Far From Home: The Adventures of Yellow Dog,1995,834,3.1690647482014387,-85.65639,-95.823364
218,236,A Goofy Movie,Animation|Children|Comedy|Romance,A Goofy Movie,1995,3178,3.0547514159848963,-83.08676,-99.400055
219,237,Hideaway,Thriller,Hideaway (1995),1995,837,2.909796893667861,-54.41221,-55.222763
220,238,Fluke,Children|Drama,Fluke,1995,562,3.0320284697508897,-83.377716,-93.87979
221,239,Farinelli: il castrato,Drama|Musical,Farinelli: il castrato,1994,1076,3.386617100371747,21.239656,-24.553703
222,240,Gordy,Children|Comedy|Fantasy,Gordy,1995,439,2.5307517084282463,-101.28142,-70.486244
223,241,Gumby: The Movie,Animation|Children,Gumby: The Movie,1995,285,2.380701754385965,-111.18905,-63.20267
224,242,The Glass Shield,Crime|Drama,The Glass Shield,1994,255,2.976470588235294,-58.56664,-37.44362
225,243,Hoop Dreams,Documentary,Hoop Dreams,1994,10432,4.0428968558282214,99.4322,51.839275
226,244,Heavenly Creatures,Crime|Drama,Heavenly Creatures,1994,7681,3.840450462179404,33.20186,66.15832
227,245,Houseguest,Comedy,Houseguest,1994,3161,3.0256248022777603,-87.59585,-81.71407
228,246,Immortal Beloved,Drama|Romance,Immortal Beloved,1994,4950,3.6821212121212117,82.30085,-33.905113
229,247,Heavyweights (Heavy Weights),Children|Comedy,Heavyweights (Heavy Weights),1995,892,2.9854260089686098,-89.013374,-57.367897
230,248,The Hunted,Action,"Hunted, The (1995)",1995,388,3.0502577319587627,-22.673492,-26.13783
231,249,I.Q.,Comedy|Romance,I.Q.,1994,10074,3.2227020051618025,-1.3350751,-90.482346
232,250,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,Interview with the Vampire: The Vampire Chronicles,1994,27568,3.4966446604759143,-32.745472,-20.230198
233,251,Jefferson in Paris,Drama,Jefferson in Paris,1995,629,2.8934817170111287,-15.74977,-4.4217644
234,252,The Jerky Boys,Comedy,The Jerky Boys,1995,1081,2.287696577243293,-95.6756,-64.02866
235,253,Junior,Comedy|Sci-Fi,Junior,1994,9890,2.7282103134479274,-71.50021,-108.98542
236,254,Just Cause,Mystery|Thriller,Just Cause,1995,3811,3.412883757543952,-12.5358305,-55.413967
237,255,A Kid in King Arthur's Court,Adventure|Children|Comedy|Fantasy|Romance,A Kid in King Arthur's Court,1995,1710,2.6467836257309942,-91.639145,-92.93891
238,256,Kiss of Death,Crime|Drama|Thriller,Kiss of Death (1995),1995,1996,3.0756513026052104,-17.330704,-20.568182
